"Name","Live Bytes","Live Objects"
"com.tvd12.ezyfoxserver.command.impl.EzyPluginSetupImpl","24 B (0%)","1 (0%)"
"java.lang.InheritableThreadLocal","16 B (0%)","1 (0%)"
"ch.qos.logback.core.filter.Filter[]","16 B (0%)","1 (0%)"
"sun.util.locale.provider.NumberFormatProviderImpl","24 B (0%)","1 (0%)"
"java.lang.invoke.MethodHandleImpl$ArrayAccessor$1","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$139.403174823","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl_Stub","16 B (0%)","1 (0%)"
"java.util.logging.ErrorManager","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$372.1174099461","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$397.398553476","16 B (0%)","1 (0%)"
"javassist.util.proxy.SecurityActions","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.supplier.EzyTreeMapSupplier","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackType[]","168 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectReader$EzyAutoImpl$126","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$374.1605262958","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectReader$EzyAutoImpl$27","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$341.1130881275","16 B (0%)","1 (0%)"
"java.io.ByteArrayOutputStream","24 B (0%)","1 (0%)"
"org.QTS.plugin.controller.ServerReadyController","24 B (0%)","1 (0%)"
"sun.nio.ch.NativeThreadSet","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$36.351028485","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$52.1616974404","16 B (0%)","1 (0%)"
"org.graalvm.visualvm.lib.jfluid.global.ProfilingSessionStatus","152 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$278.415034390","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectWriter$EzyAutoImpl$117","16 B (0%)","1 (0%)"
"java.lang.management.MonitorInfo[]","16 B (0%)","1 (0%)"
"org.QTS.app.controller.LeaveRoom","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$347.1026375292","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$350.221155171","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.EzySimpleZone","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$147.1764996806","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectUnwrapper$EzyAutoImpl$159","16 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.util.beans.BeanDescriptionCache","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$31.492079624","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.plugin.EzyPluginRequestController$$Lambda$9.1161667116","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.socket.EzyBlockingSocketDisconnectionQueue","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$376.1072985318","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectWriter$EzyAutoImpl$128","16 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.conditional.IfAction","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.supplier.EzyHashMapSupplier","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectReader$EzyAutoImpl$12","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectUnwrapper$EzyAutoImpl$7","16 B (0%)","1 (0%)"
"org.graalvm.visualvm.lib.jfluid.server.ProfilingPointServerHandler[]","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.joran.action.ContextNameAction","24 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.controller.EzyPingController","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$MapSizeDeserializer","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectWriter$EzyAutoImpl$93","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.controller.EzyPluginInfoController","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectUnwrapper$EzyAutoImpl$144","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectReader$EzyAutoImpl$156","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.setting.EzySimplePluginSetting$EzySimpleListenEvents","16 B (0%)","1 (0%)"
"org.QTS.plugin.service.WelcomeService","24 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectWriter$EzyAutoImpl$82","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectReader$EzyAutoImpl$2","16 B (0%)","1 (0%)"
"org.graalvm.visualvm.lib.jfluid.server.Monitors$SurvGenAndThreadsMonitor","440 B (0%)","1 (0%)"
"com.tvd12.ezyfox.util.EzyCollectionFactory$$Lambda$123.1064265473","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$262.2009935443","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor40","16 B (0%)","1 (0%)"
"org.QTS.plugin.controller.UserLoginController","24 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectWriter$EzyAutoImpl$4","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectUnwrapper$EzyAutoImpl$129","16 B (0%)","1 (0%)"
"sun.net.ExtendedOptionsImpl$$Lambda$227.1286437308","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor37","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor38","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor39","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor33","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$63.510854293","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$275.1675743013","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor34","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor35","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor36","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor30","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor31","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor32","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$158.107915280","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectUnwrapper$EzyAutoImpl$2","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.statistics.EzySimpleUserStats","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$273.286316437","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$178.1179792105","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.api.EzySocketStreamingApi","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor26","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.EzyDecodeState[]","32 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectReader$EzyAutoImpl$141","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor27","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor28","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor29","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor22","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor23","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor24","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.nio.EzySocketServerBootstrap","56 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor25","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectUnwrapper$EzyAutoImpl$114","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor20","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor21","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.entity.EzyEmptyObject","16 B (0%)","1 (0%)"
"org.QTS.app.handler.BroadcastMessageHandler$EzyObjectUnwrapper$EzyAutoImpl$160","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor19","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$191.1777238524","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyObjectUnwrapper$EzyAutoImpl$142","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.impl.EzyConfigurationClassSorter$$Lambda$216.731829978","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor15","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor16","16 B (0%)","1 (0%)"
"java.nio.charset.CoderResult$2","16 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectReader$EzyAutoImpl$38","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor17","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor18","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor11","16 B (0%)","1 (0%)"
"java.nio.charset.CoderResult$1","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor12","16 B (0%)","1 (0%)"
"com.tvd12.reflections.util.AbstractIterator$State[]","32 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor13","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor14","16 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectReader$EzyAutoImpl$118","16 B (0%)","1 (0%)"
"org.QTS.app.handler.tcpPlayerSpawnHandler$EzyObjectReader$EzyAutoImpl$134","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor10","16 B (0%)","1 (0%)"
"java.util.Currency$CurrencyNameGetter","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyWrapperShortArrayReader","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectWriter$EzyAutoImpl$2","16 B (0%)","1 (0%)"
"FriendRequestController$GetOnlineUser$Handler$AutoImpl$18","24 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectReader$EzyAutoImpl$87","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyBigIntegerReader","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.writer.EzyMapWriter","16 B (0%)","1 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl_Stub","16 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectReader$EzyAutoImpl$23","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$43.1197365356","16 B (0%)","1 (0%)"
"java.lang.Runtime","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyObjectUnwrapper$EzyAutoImpl$157","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$313.726807235","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$192.1848289347","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.supplier.EzyArrayListSupplier","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$29.1466073198","16 B (0%)","1 (0%)"
"FriendRequestController$GetOnlineUser$Handler$AutoImpl$20","24 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectReader$EzyAutoImpl$133","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$348.1002241832","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectReader$EzyAutoImpl$72","16 B (0%)","1 (0%)"
"sun.management.ManagementFactoryHelper$PlatformLoggingImpl","16 B (0%)","1 (0%)"
"java.nio.file.Files$AcceptAllFilter","16 B (0%)","1 (0%)"
"HomeRequestController$HomeRequestHandle$Handler$AutoImpl$88","24 B (0%)","1 (0%)"
"org.QTS.app.handler.tcpPlayerSpawnHandler$EzyObjectReader$EzyAutoImpl$119","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.factory.EzySimpleEntityCreator$$Lambda$250.1034781837","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.spi.LoggerContextVO","32 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectReader$EzyAutoImpl$103","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$321.1434033570","16 B (0%)","1 (0%)"
"java.util.concurrent.ThreadPoolExecutor$AbortPolicy","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$184.1569754439","16 B (0%)","1 (0%)"
"sun.security.jca.ProviderList$1","96 B (0%)","1 (0%)"
"com.tvd12.ezyfox.reflect.EzyMethod$$Lambda$101.737077247","16 B (0%)","1 (0%)"
"org.QTS.app.handler.tcpPlayerSpawnHandler$EzyObjectReader$EzyAutoImpl$104","16 B (0%)","1 (0%)"
"java.beans.EventSetDescriptor[]","16 B (0%)","1 (0%)"
"java.io.DeleteOnExitHook$1","16 B (0%)","1 (0%)"
"sun.management.MappedMXBeanType$InProgress","32 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectWriter$EzyAutoImpl$122","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyObjectUnwrapper$EzyAutoImpl$172","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.socket.EzyDatagramChannelPool","24 B (0%)","1 (0%)"
"java.lang.String$CaseInsensitiveComparator","16 B (0%)","1 (0%)"
"ch.qos.logback.core.spi.FilterReply[]","32 B (0%)","1 (0%)"
"sun.nio.cs.ISO_8859_1","24 B (0%)","1 (0%)"
"java.util.logging.LogManager$RootLogger","72 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$354.351615493","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$149.2113604623","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$$Lambda$210.1731656333","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor23","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor24","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor21","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor22","16 B (0%)","1 (0%)"
"java.lang.ApplicationShutdownHooks$1","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyConcurrentHashMapReader","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectReader$EzyAutoImpl$84","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor20","16 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit[]","48 B (0%)","1 (0%)"
"HomeRequestController$HomeRequestHandle$Handler$AutoImpl$64","24 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectWriter$EzyAutoImpl$36","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor7","16 B (0%)","1 (0%)"
"FriendRequestController$GetOnlineUser$Handler$AutoImpl$50","24 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor6","16 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectWriter$EzyAutoImpl$111","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor5","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor4","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor9","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor8","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer","32 B (0%)","1 (0%)"
"FriendRequestController$GetOnlineUser$Handler$AutoImpl$53","24 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor3","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor2","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedMethodAccessor1","16 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.dv.dtd.IDDatatypeValidator","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor29","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor27","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor28","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor25","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectReader$EzyAutoImpl$42","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor26","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectReader$EzyAutoImpl$99","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectUnwrapper$EzyAutoImpl$9","16 B (0%)","1 (0%)"
"HomeRequestController$HomeRequestHandle$Handler$AutoImpl$70","24 B (0%)","1 (0%)"
"HomeRequestController$HomeRequestHandle$Handler$AutoImpl$77","24 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyObjectUnwrapper$EzyAutoImpl$112","16 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectWriter$EzyAutoImpl$47","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectUnwrapper$EzyAutoImpl$1","16 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectWriter$EzyAutoImpl$100","16 B (0%)","1 (0%)"
"java.lang.management.MemoryPoolMXBean[]","40 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$165.221111433","16 B (0%)","1 (0%)"
"org.QTS.app.handler.tcpPlayerSpawnHandler$EzyObjectReader$EzyAutoImpl$164","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$75.1014166943","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackCodecCreator","32 B (0%)","1 (0%)"
"FriendRequestController$GetOnlineUser$Handler$AutoImpl$63","24 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectWriter$EzyAutoImpl$106","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$96.1864869682","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.handler.EzySimpleRequestFactory$$Lambda$241.20177480","16 B (0%)","1 (0%)"
"HomeRequestController$HomeRequestHandle$Handler$AutoImpl$41","24 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.command.impl.EzyServerShutdownImpl","24 B (0%)","1 (0%)"
"java.io.FileDescriptor$1","16 B (0%)","1 (0%)"
"HomeRequestController$HomeRequestHandle$Handler$AutoImpl$47","24 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectWriter$EzyAutoImpl$14","16 B (0%)","1 (0%)"
"org.QTS.Qworld.QworldSever$DecoratedPluginEntryLoader","16 B (0%)","1 (0%)"
"sun.nio.cs.US_ASCII","24 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap","48 B (0%)","1 (0%)"
"FriendRequestController$GetOnlineUser$Handler$AutoImpl$36","24 B (0%)","1 (0%)"
"FriendRequestController$GetOnlineUser$Handler$AutoImpl$31","24 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.support.factory.EzyPluginResponseFactory","24 B (0%)","1 (0%)"
"javax.management.JMX","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.factory.EzySimpleEntityCreator$$Lambda$249.703917602","16 B (0%)","1 (0%)"
"com.sun.jmx.remote.internal.ServerCommunicatorAdmin$Timeout","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor12","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor13","16 B (0%)","1 (0%)"
"org.QTS.app.handler.tcpPlayerSpawnHandler$EzyObjectReader$EzyAutoImpl$149","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor10","16 B (0%)","1 (0%)"
"javassist.CtClass[]","56 B (0%)","1 (0%)"
"com.tvd12.ezyfox.core.util.EzyInternalStrings","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectReader$EzyAutoImpl$57","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor11","16 B (0%)","1 (0%)"
"sun.misc.Launcher$ExtClassLoader","88 B (0%)","1 (0%)"
"HomeRequestController$HomeRequestHandle$Handler$AutoImpl$58","24 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectWriter$EzyAutoImpl$25","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$378.1928511990","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$RBClassLoader","72 B (0%)","1 (0%)"
"com.google.gson.FieldNamingPolicy$4","24 B (0%)","1 (0%)"
"com.google.gson.FieldNamingPolicy$3","24 B (0%)","1 (0%)"
"com.google.gson.FieldNamingPolicy$6","24 B (0%)","1 (0%)"
"com.google.gson.FieldNamingPolicy$5","24 B (0%)","1 (0%)"
"com.google.gson.FieldNamingPolicy$7","24 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyObjectUnwrapper$EzyAutoImpl$127","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor18","16 B (0%)","1 (0%)"
"java.security.Policy$PolicyInfo","24 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor19","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor16","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor17","16 B (0%)","1 (0%)"
"com.google.gson.FieldNamingPolicy$2","24 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor14","16 B (0%)","1 (0%)"
"com.google.gson.FieldNamingPolicy$1","24 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor15","16 B (0%)","1 (0%)"
"int[][]","56 B (0%)","1 (0%)"
"HomeRequestController$HomeRequestHandle$Handler$AutoImpl$22","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.reflect.EzyClass$$Lambda$91.201576232","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectWriter$EzyAutoImpl$65","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.socket.EzySocketExtensionRequestHandlingLoopHandler","32 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectUnwrapper$EzyAutoImpl$41","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.request.EzySimpleRequestParams","16 B (0%)","1 (0%)"
"HomeRequestController$HomeRequestHandle$Handler$AutoImpl$28","24 B (0%)","1 (0%)"
"java.lang.Object[][]","48 B (0%)","1 (0%)"
"java.net.ServerSocket","24 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$123","16 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.action.ContextPropertyAction","24 B (0%)","1 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectUnwrapper$EzyAutoImpl$72","16 B (0%)","1 (0%)"
"sun.misc.FloatingDecimal$1","16 B (0%)","1 (0%)"
"org.graalvm.visualvm.lib.jfluid.wireprotocol.WireIO","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackFloatSerializer","16 B (0%)","1 (0%)"
"sun.util.locale.provider.DecimalFormatSymbolsProviderImpl","24 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.conditional.ThenAction","32 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectReader$EzyAutoImpl$54","16 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyPrototypeSupplier$EzyAutoImpl$39","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.joran.action.LoggerContextListenerAction","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$338.39258471","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectWriter$EzyAutoImpl$76","16 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyPrototypeSupplier$EzyAutoImpl$35","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$396.2145877519","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$367.1162329944","16 B (0%)","1 (0%)"
"java.util.concurrent.TimeUnit[]","48 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectUnwrapper$EzyAutoImpl$20","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectUnwrapper$EzyAutoImpl$87","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$44.715521683","16 B (0%)","1 (0%)"
